townland,county,smrs,entity_id,objectid,class_code,monument_type,latitude,longitude,web_notes,,,,,
CAHERCORNEY,LIMERICK,LI032-073001-,LI03150,88833,RGBA,ring-barrow,52.528051,-8.491212,"One of a complex of 12 monuments (LI032-073001-/013-).   Listed by O'Kelly as monument No. 3 and described in 1943 as following; 'This is a very slightly elevated rectangular platform surrounded by a continuous fosse, and is one of the Type A structures. It measures 70' [21m] north-south by 40' [12m], and the platform is barely 1' [0.3m] high. From the south-west corner of the fosse a straight shallow trench runs in a southerly direction and connects into the fosse of monument No. 4.  All these monuments, except Nos. 1 to 5 inclusive, are situated in a low-land marsh. Nos.  1, 2, 3, 10, 11 and 12 are not marked on the OS Maps' (O'Kelly 1942-3, 181-2).   The outline of the monument is not visible today on Digital Globe aerial photographs.  Compiled by: Caimin O'Brien  Date of upload: 27 February 2020  See attached ASI aerial photograph ASIAP – 351/20 taken 05/01/2003.",,,,,
CAHERCORNEY,LIMERICK,LI032-073003-,LI03152,88835,RGBA,ring-barrow,52.52763,-8.49081,"One of a complex of 12 monuments (LI032-073001-/013-).   Listed by O'Kelly as monument No. 8 and described in 1943 as following; 'This is a circular earthen platform of Type A. There is no bank either on the platform or around it. The fosse is continuous. The height of the platform is 3' [0.9m] and its overall diameter is 120' [36m].  All these monuments, except Nos. 1 to 5 inclusive, are situated in a low-land marsh. Nos.  1, 2, 3, 10, 11 and 12 are not marked on the OS Maps (O'Kelly 1942-3, 181-2).   The outline of the monument is not visible today on Digital Globe aerial photographs.  Compiled by: Caimin O'Brien  Date of upload: 27 February 2020  See attached ASI aerial photograph ASIAP – 351/20 taken 05/01/2003.  ",,,,,
BAGGOTSTOWN,LIMERICK,LI040-014----,LI04060,89826,RGBA,ring-barrow,52.468226,-8.490752,"In pasture sloping gently to NE, a possible barrow (LI040-015----) lies 140m to the SW. Not marked on OSi historic maps. Identified by Tarbett (1989, 7) as one of two ring-barrows, ‘Ringbarrow B’ and described as follows; ‘This poorly surviving barrow is located in the lower NE quadrant of the same field next to the roadway. The interior platform of the barrow is circular and slightly raised above the surrounding ground level. It is outlined by a shallow fosse, 10cm deep, which can only be traced at the N, SE and SW. An enclosing low sized bank is visible at the N and SW measuring no more than 20cm in height. No bank or ditch can be traced at the NE. This barrow, larger than the former (LI040-015----) measures 12m in diameter. A later bank orientated from E-W partially cuts through the enclosing bank of the monument at the South.’  Possible faint trace of monument visible as circular cropmark on OSi orthophotograph taken between 2005-12.  No surface remains visible on Google Earth orthoimages.  Uncertain about location of monument on the Historic Environment Viewer.  See attached location map and drawing from C. Tarbett and Google Earth orthoimages.   Compiled by: Fiona Rooney   Date of upload: 19 May 2021",,,,,
BAGGOTSTOWN,LIMERICK,LI040-015----,LI04061,89827,RGBA,ring-barrow,52.466797,-8.490707,"In pasture sloping gently NE, a possible ring-barrow (LI040-014----) lies 140m to the NE. Not marked on OSi historic maps. Identified by Tarbett (1989, 7) as one of two ring-barrows, ‘Ringbarrow A’ and described as follows; ‘This barrow, located in the NE quadrant of the field is the better surviving of the two monuments. It is relatively small measuring only 10m in diameter from mid bank to mid bank. It is outlined mostly by a shallow fosse with a maximum depth of 20cm. The fosse encircles a slightly raised interior platform which is ovoid in shape and which slopes to the NE. A low sized enclosing bank is only noticeable at the SE where it measures no more than 20cm in height.’  No surface remains visible on OSi orthophotograph taken between 2005-12 and on Google Earth orthoimages.   Uncertain about location of monument on the Historic Environment Viewer.  See attached location map and drawing from C. Tarbett and Google Earth orthoimage.   Compiled by: Fiona Rooney   Date of upload: 12 May 2021 ",,,,,
CAHERCORNEY,LIMERICK,LI032-073004-,LI03153,88836,RGBA,ring-barrow,52.528315,-8.490287,"One of a complex of 12 monuments (LI032-073001-/013-).  Listed by O'Kelly two ring-barrows (LI032-073005-) and described in 1943 as following; 'Two Ring Barrows are situated on its top both on the eastern side of the centre line. One is entirely in the N.E. quadrant and the second is partly in the N.E. and partly in the S.E. These consist of very low mounds surrounded by continuous fosses. Their overall diameters are 18' [5.5m] and 24' [7.3m]'.  All these monuments, except Nos. 1 to 5 inclusive, are situated in a low-land marsh. Nos.  1, 2, 3, 10, 11 and 12 are not marked on the OS Maps (O'Kelly 1942-3, 181-2).   The outline of the monument is visible today on Digital Globe aerial photographs.Compiled by: Caimin O'BrienDate of upload: 27 February 2020See attached ASI aerial photograph ASIAP – 349/11and 351/20 taken 05/01/2003.",,,,,
CAHERCORNEY,LIMERICK,LI032-073005-,LI03154,88837,RGBA,ring-barrow,52.527957,-8.490018,"One of a complex of 12 monuments (LI032-073001-/013-).   Listed by O'Kelly two ring-barrows (LI032-073004-) and described in 1943 as following; 'Two Ring Barrows are situated on its top both on the eastern side of the centre line. One is entirely in the N.E. quadrant and the second is partly in the N.E. and partly in the S.E. These consist of very low mounds surrounded by continuous fosses. Their overall diameters are 18' [5.5m] and 24' [7.3m].  All these monuments, except Nos. 1 to 5 inclusive, are situated in a low-land marsh. Nos.  1, 2, 3, 10, 11 and 12 are not marked on the OS Maps' (O'Kelly 1942-3, 181-2).   The outline of the monument is visible today on Digital Globe aerial photographs.Compiled by: Caimin O'BrienDate of upload: 27 February 2020See attached ASI aerial photograph ASIAP – 349/11and 351/20 taken 05/01/2003.",,,,,
CAHERCORNEY,LIMERICK,LI032-073006-,LI03155,88838,RGBA,ring-barrow,52.527499,-8.489953,"One of a complex of 12 monuments (LI032-073001-/013-).  Listed by O'Kelly as monument No. 7 and described in 1943 as following; 'This is a small barrow. Its centre is 3' 6"" [1m] high over the bottom of the fosse which is continuous around it. The overall diameter is 24' [7.3m].  All these monuments, except Nos. 1 to 5 inclusive, are situated in a low-land marsh. Nos.  1, 2, 3, 10, 11 and 12 are not marked on the OS Maps (O'Kelly 1942-3, 181-2).   Outline of barrow is visible on OSi orthoimage taken 2005-11.  The monument is not visible today on Digital Globe aerial photographs taken 2011-13.Compiled and revised by: Caimin O'BrienDate of revised upload: 13 November 2020See attached ASI aerial photograph ASIAP – 349/11and 351/20 taken 05/01/2003.",,,,,
HUNDREDACRES WEST,LIMERICK,LI014-130----,LI05945,91196,RGBA,ring-barrow,52.618244,-8.489711,"In poorly drained recently pasture, 25m SE of large impressive barrow (LI014-034----). Oultine of barrow (overall dims 21m N-S x 17m E-W) consisting of a small circular shaped depression defined by a fosse enclosed by a sub-circular shaped berm and external fosse visible on earlier OSi orthoimages.  Cropmark of monument visible on Digital Globe orthoimage taken 2011-13, the internal feature of the monument is not visible on this image.  Cropmark of monument barely visible on Google Earth orthoimage taken 28/06/2018.  Outline of monument much clearer on Google Earth orthoimage taken 06/02/2018 and on ASI aerial imagery taken 23/08/2000.See attached Google Earth orthoimagesCompiled by: Fiona RooneyDate of upload: 7 July 2020",,,,,
KNOCKAINY WEST,LIMERICK,LI032-331----,LI08321,156987,RGBA,ring-barrow,52.478019,-8.489639,"In 2004 this barrow was described as following; 'This site, a low mound, is located on level ground to the south of the ringwork [LI032-131----]. It is 14m in diameter, encircled by a shallow ditch' (Condit and Coyne 2004).  Compiled by: Caimin O'Brien  Date of upload: 07 August 2019  See attached ASI aerial photograph ASIAP -  303/26 date taken 13/09/2002.",,,,,
CAHERCORNEY,LIMERICK,LI032-073008-,LI03157,88840,RGBA,ring-barrow,52.528436,-8.487061,"One of a complex of 12 monuments (LI032-073001-/013-).   Listed by O'Kelly as monument No. 9 and described in 1943 as following; 'This is a circular earthen platform Type A, and is quite similar and very close to No. 8 [LI032-073007-]. It is surrounded by a continuous fosse. It is 3' [0.9m] high and 90' [27m] in overall diameter (See Fig. 12).  All these monuments, except Nos. 1 to 5 inclusive, are situated in a low-land marsh. Nos.  1, 2, 3, 10, 11 and 12 are not marked on the OS Maps (O'Kelly 1942-3, 181-2).   The outline of the monument is not visible today on Digital Globe aerial photographs.  See attached Fig. 12 taken from O'Kelly 1942-3.  Compiled by: Caimin O'Brien  Date of upload: 27 February 2020 ",,,,,
KNOCKAINY WEST,LIMERICK,LI032-332----,LI08322,156985,RGBA,ring-barrow,52.478886,-8.486572,"In 2004 this barrow was described as following; 'This circular mound, 15m in diameter and enclosed by a shallow, 1m-wide ditch, is located in a depression encircled by a 3m-wide counterscarp bank' (Condit and Coyne 2004).  Compiled by: Caimin O'Brien  Date of upload: 07 August 2019  See attached ASI aerial photograph ASIAP -  303/26 date taken 13/09/2002.",,,,,
CAHERCORNEY,LIMERICK,LI032-073010-,LI03159,88842,RGBA,ring-barrow,52.528691,-8.48643,"One of a complex of 12 monuments (LI032-073001-/013-).   Listed by O'Kelly as monument No. 2 and described in 1943 as following; 'Nos. 1 & 2. These are the remains of two small ring-forts or ring-barrows. They have very low banks, gapped in many places. Both are surrounded by very shallow fosses, and both are 60'  [18.3m] in overall diameter. The entrances are not recognisable, and the interiors are level with the field outside.  All these monuments, except Nos. 1 to 5 inclusive, are situated in a low-land marsh. Nos.  1, 2, 3, 10, 11 and 12 are not marked on the OS Maps (O'Kelly 1942-3, 181-2).   The outline of the monument is  not visible today on Digital Globe aerial photographs.  Compiled by: Caimin O'Brien  Date of upload: 27 February 2020  See attached ASI aerial photograph ASIAP – 344/10 taken 05/01/2003.",,,,,
CLOGHNADROMIN,LIMERICK,LI014-129----,LI05899,91168,RGBA,ring-barrow,52.617846,-8.486,On poorly drained floodplains of the Groody River which lies 55m to W.  Identified by James Finucane (1993) as  Site B and described as a small earthen mound (base Wth 5m) enclosed by a shallow fosse with external bank which may have been the remains of a possible ring-barrow (overall diam. 10m).   Not depicted on the OS maps. Outline of mound visible on earlier OSi orthoimagery.   Outline of barrow is clearly visible on Google Earth orthoimage taken 06/02/2018.See attached Google Earth orthoimage  Compiled by: Martin FitzpatrickDate upload: 7 July 2020,,,,,
CAHERCORNEY,LIMERICK,LI032-073011-,LI03160,88843,RGBA,ring-barrow,52.529574,-8.485924,"One of a complex of 12 monuments (LI032-073001-/013-).  Listed by O'Kelly as monument No. 1 and described in 1943 as following; 'Nos. 1 & 2. These are the remains of two small ring-forts or ring-barrows. They have very low banks, gapped in many places. Both are surrounded by very shallow fosses, and both are 60'  [18.3m] in overall diameter. The entrances are not recognisable, and the interiors are level with the field outside.  All these monuments, except Nos. 1 to 5 inclusive, are situated in a low-land marsh. Nos.  1, 2, 3, 10, 11 and 12 are not marked on the OS Maps (O'Kelly 1942-3, 181-2).   The outline of the monument is not visible today on Digital Globe aerial photographs.  Compiled by: Caimin O'Brien  Date of upload: 27 February 2020  See attached ASI aerial photograph ASIAP – 344/10 taken 05/01/2003.",,,,,
CAHERCORNEY,LIMERICK,LI023-104----,LI02145,87968,RGBA,ring-barrow,52.53121,-8.485662,"In wet, low-lying pasture, which is cut by land drains and watercourses, on the floodplain of the Camoge River, which lies 330m to E. A mound (LI023-073009-) and a ring-barrow (LI023-073011-) lie 180m to SW and SSW, respectively and an enclosure (LI023-073016-) lies  190m to S. Not depicted on OSi historic maps.Excavated by Máire MacDermott in 1949 and described as a low circular-shaped mound (diam. 4m) defined by a well-preserved fosse with the remains of a slight outer bank (overall diam. 12m) (MacDermott 1949, 101). Prior to investigation, a depression in the bank at N was thought to indicate an entrance, however on excavation, there was no evidence to support this (ibid). Excavation did prove that the fosse had been excavated to a depth of 0.5m.  There was no trace of any burials, pits, post-holes or other signs of activity. Toward the centre of the mound, there was a slight flecking of charcoal containing some charred seeds (ibid). Excavation has dated the mound to the Neolithic period based on a piece of pottery of Windmill Hill type. Other finds include an unfinished chert arrowhead, a flake of greenstone axe and a few pieces of chert and flint debitage (ibid). Remains of monument is visible as a very faint, roughly oval-shaped cropmark on Digital Globe orthophotos taken 2011-13 and on Google Earth orthoimages taken 25/05/2017. See attached Google Earth orthoimage 25/05/2017 and pre-excavation image of monument by Marie MacDermott (1949). Compiled by: Alison McQueen and Vera RahillyDate of upload: 30 August 2020",,,,,
BALLYHOODANE,LIMERICK,LI023-288----,LI06311,91724,RGBA,ring-barrow,52.568969,-8.483748,"In low-lying and gently undulating pasture, 100m W of Ahnavar stream. Situated within the area of a field system (LI023-289----) and 165m to ENE of an enclosure (LI023-041----). Not depicted on OSi historic maps. Identified as an oval-shaped cropmark by the Bruff aerial photographic survey in 1986 (Bruff 269.01: AP 4/3711). Monument is visible as an oval-shaped cropmark (36.5m NW-SE; 34m NE-SW) on OSi orthoimage taken 2005-2012.  Also visible on Digital Globe orthophoto taken 2011-2013 and on Google Earth orthoimage taken 28/06/2018.  See attached Google Earth orthoimage 28/06/2018, Bruff aerial survey image labelled Bruff 269.01, McCloud aerial image (AB3, Site 116) and ASIAP taken 23/08/2000.  Compiled by: Alison McQueen and Vera Rahilly   Date of upload: 14 September 2020",,,,,
CASTLETOWNROCHE,CORK,CO026-055----,CO03644,13545,RGBA,ring-barrow,52.180909,-8.483679,In pasture. Depicted on 1935 OS 6-inch map as hachured circular raised area (diam. c. 16m) surrounded by fosse SSE-,,,"N, with E side truncated by field boundary. Levelled; slight rise visible in area of site.  The above description is derived from the published 'Archaeological Inventory of County Cork. Volume 4: North Cork' (Dublin: Stationery Office, 2000). In certain instances the entries have been revised and updated in the light of recent research.  Date of upload/revision: 14 January 2009",,
CARRA (Loughrea By.),GALWAY,GA098-051----,GA04851,45746,RGBA,ring-barrow,53.272174,-8.483344,"In marshy grassland, c. 15m to the S of a stream. This subcircular ring-barrow (37m N-S; 35.5m E-W) is definded by a low flat-topped earthen mound (diam. 14.5m; H 0.2-0.5m) which is encircled by a fosse and external bank. Four trackways cut across the interior.   Compiled by: Galway Archaeological Survey, UCG  Date of upload: 12 August 2019  ",,,,,
CAHERCORNEY,LIMERICK,LI032-282----,LI06851,92005,RGBA,ring-barrow,52.525584,-8.481193,"In improved pasture, 145m W of the Camoge River which marks a townland boundary with Ballinard. A ring-barrow (LI032-197----) lies 30m to N. Not depicted on OSi historic maps. Monument identified by the Bruff aerial photographic survey in 1986 (Bruff 152.02: AP 4/3638), as a small roughly circular-shaped cropmark. Monument is visible as a circular-shaped earthwork (diam. 14m) defined by an inner fosse and a possible outer bank, best seen on OSi orthoimage taken 2005-2012, barely visible on Digital Globe orthoimage taken 2011-2013 and on Google Earth orthoimage taken 25/03/2017.  See attached Google Earth orthoimage, Bruff aerial survey image labelled 152.02.  Compiled by: Alison McQueen and Vera Rahilly  Date of upload: 25 November 2020",,,,,
KNOCKROE (Wilson),LIMERICK,LI023-142002-,LI06113,91573,RGBA,ring-barrow,52.577756,-8.480082,"This is the record for a monument identified by The Discovery Programme, from medium-altitude aerial photographs taken in 1986 [see Doody, M. (2008) The Ballyhoura Hills Project, Discovery Programme Monograph No 7, Wordwell, pp 65-100]. The reference for this monument is LI023: Bruff 20402: AP 4/3711.",,,,,
ARDNAGLASS UPPER,SLIGO,SL005-160----,SL00411,119119,RGBA,ring-barrow,54.379159,-8.479201,Situated on a slight E-facing slope in gently undulating pasture. Circular area (diam. 2.6m) defined by a bank of earth (Wth 0.9m; int. H 0.2m). There is no fosse visible at ground level. The interior of the site is slopes slightly from W-E.   Compiled by: Patrick F. O'Donovan  Date of upload: 21 April 2011,,,,,
KNOCKAINY WEST,LIMERICK,LI032-139004-,LI03245,88921,RGBA,ring-barrow,52.479669,-8.477498,"A group of five contiguous barrows (LI032-139001-/008-) on Knockainy Hill described in 2004 as following; 'A linear group of barrows is located to the west of Doonainy cairn [LI032-139005-] and towards the south-west end of the cursus monument [LI032-139007-]. It consists of five contiguous barrows, four of which are marked on the OS maps and arranged in a line in a north-south direction. All of the barrows are contained within the banks of the cursus, but it is difficult to determine whether portions of the banks of the barrows are built on top of or against the cursus banks. The first [LI032-139001-], most southerly example, 28m in diameter, consists of a bank and internal ditch enclosing a 15m-wide inner mound. The second barrow [LI032-139002-] is partially obscured by a field fence. It measures 25m in diameter and consists of a bank and internal ditch enclosing an 11.5m-wide inner mound. The third barrow [LI032-139003-] is partially obscured by the same field fence. It shares its bank with the fourth and northernmost barrow [LI032-139004-]. The bank and internal ditch enclose an 11m-wide inner mound. The fourth barrow is named 'Carn of Uainide' on the OS map. Its eastern perimeter is obscured by a field fence. The monument is 20m in diameter and consists of a bank and internal ditch enclosing an 11m-wide inner mound. Barrow 5 [LI032-139008-], a previously unrecorded barrow, lies directly to the east of 'Carn of Uainide'. It consists of a central domed circular mound, 11 m in diameter, enclosed by a ditch, best preserved on its southern side. The outer bank appears to have been completely levelled, but on its western side it would have been contiguous with 'Carn of Uainide', from which it is now separated by a field fence' (Condit and Coyne 2004). These barrows were described by O'Kelly (1944, 21) as following; 'A short distance to the W. of the tumulus [LI032-139005-] there are four ring-barrows. They lie close together in a line running N.S. The three southern barrows are low mounds surrounded by fosses, while the northern monument had a higher mound and seems to have had an outer bank between which and the mound there was a fosse. A large portion of it has been dug away—much of the mound and almost all of the bank. The overall diameter is 60' [18.3m], the mound itself being 18' [5.5m] approx., and 4' [1.2m] high. The overall diameters of the other monuments vary between 66' [20m] and 75' [23m] and the heights are from 3' [0.9m] to 4' 6"" [1.4m]. Westropp without much evidence to support his claim, identifies these sites as the habitations of Uainide, Eoghabal, Áine, and Fer Fi, legendary figures connected with the hill of Knockainy'.   Compiled by: Caimin O'Brien  Date of upload: 06 August 2019  See attached ASI aerial photograph ASIAP - 304/26 taken on 13/09/2002; 348/2 and 348/13 taken on 05/01/2003.",,,,,
KNOCKAINY WEST,LIMERICK,LI032-139001-,LI03242,88918,RGBA,ring-barrow,52.478968,-8.477402,"A group of five contiguous barrows (LI032-139001-/008-) on Knockainy Hill described in 2004 as following; 'A linear group of barrows is located to the west of Doonainy cairn [LI032-139005-] and towards the south-west end of the cursus monument [LI032-139007-]. It consists of five contiguous barrows, four of which are marked on the OS maps and arranged in a line in a north-south direction. All of the barrows are contained within the banks of the cursus, but it is difficult to determine whether portions of the banks of the barrows are built on top of or against the cursus banks. The first [LI032-139001-], most southerly example, 28m in diameter, consists of a bank and internal ditch enclosing a 15m-wide inner mound. The second barrow [LI032-139002-] is partially obscured by a field fence. It measures 25m in diameter and consists of a bank and internal ditch enclosing an 11.5m-wide inner mound. The third barrow [LI032-139003-] is partially obscured by the same field fence. It shares its bank with the fourth and northernmost barrow [LI032-139004-]. The bank and internal ditch enclose an 11m-wide inner mound. The fourth barrow is named 'Carn of Uainide' on the OS map. Its eastern perimeter is obscured by a field fence. The monument is 20m in diameter and consists of a bank and internal ditch enclosing an 11m-wide inner mound. Barrow 5 [LI032-139008-], a previously unrecorded barrow, lies directly to the east of 'Carn of Uainide'. It consists of a central domed circular mound, 11 m in diameter, enclosed by a ditch, best preserved on its southern side. The outer bank appears to have been completely levelled, but on its western side it would have been contiguous with 'Carn of Uainide', from which it is now separated by a field fence' (Condit and Coyne 2004). These barrows were described by O'Kelly (1944, 21) as following; 'A short distance to the W. of the tumulus [LI032-139005-] there are four ring-barrows. They lie close together in a line running N.S. The three southern barrows are low mounds surrounded by fosses, while the northern monument had a higher mound and seems to have had an outer bank between which and the mound there was a fosse. A large portion of it has been dug away—much of the mound and almost all of the bank. The overall diameter is 60' [18.3m], the mound itself being 18' [5.5m] approx., and 4' [1.2m] high. The overall diameters of the other monuments vary between 66' [20m] and 75' [23m] and the heights are from 3' [0.9m] to 4' 6"" [1.4m]. Westropp without much evidence to support his claim, identifies these sites as the habitations of Uainide, Eoghabal, Áine, and Fer Fi, legendary figures connected with the hill of Knockainy'.    Compiled by: Caimin O'Brien  Date of upload: 06 August 2019  See attached ASI aerial photograph ASIAP - 304/26 taken on 13/09/2002; 348/2 and 348/13 taken on 05/01/2003.",,,,,
KNOCKAINY WEST,LIMERICK,LI032-139002-,LI03243,88919,RGBA,ring-barrow,52.47922,-8.477375,"A group of five contiguous barrows (LI032-139001-/008-) on Knockainy Hill described in 2004 as following; 'A linear group of barrows is located to the west of Doonainy cairn [LI032-139005-] and towards the south-west end of the cursus monument [LI032-139007-]. It consists of five contiguous barrows, four of which are marked on the OS maps and arranged in a line in a north-south direction. All of the barrows are contained within the banks of the cursus, but it is difficult to determine whether portions of the banks of the barrows are built on top of or against the cursus banks. The first [LI032-139001-], most southerly example, 28m in diameter, consists of a bank and internal ditch enclosing a 15m-wide inner mound. The second barrow [LI032-139002-] is partially obscured by a field fence. It measures 25m in diameter and consists of a bank and internal ditch enclosing an 11.5m-wide inner mound. The third barrow [LI032-139003-] is partially obscured by the same field fence. It shares its bank with the fourth and northernmost barrow [LI032-139004-]. The bank and internal ditch enclose an 11m-wide inner mound. The fourth barrow is named 'Carn of Uainide' on the OS map. Its eastern perimeter is obscured by a field fence. The monument is 20m in diameter and consists of a bank and internal ditch enclosing an 11m-wide inner mound. Barrow 5 [LI032-139008-], a previously unrecorded barrow, lies directly to the east of 'Carn of Uainide'. It consists of a central domed circular mound, 11 m in diameter, enclosed by a ditch, best preserved on its southern side. The outer bank appears to have been completely levelled, but on its western side it would have been contiguous with 'Carn of Uainide', from which it is now separated by a field fence' (Condit and Coyne 2004). These barrows were described by O'Kelly (1944, 21) as following; 'A short distance to the W. of the tumulus [LI032-139005-] there are four ring-barrows. They lie close together in a line running N.S. The three southern barrows are low mounds surrounded by fosses, while the northern monument had a higher mound and seems to have had an outer bank between which and the mound there was a fosse. A large portion of it has been dug away—much of the mound and almost all of the bank. The overall diameter is 60' [18.3m], the mound itself being 18' [5.5m] approx., and 4' [1.2m] high. The overall diameters of the other monuments vary between 66' [20m] and 75' [23m] and the heights are from 3' [0.9m] to 4' 6"" [1.4m]. Westropp without much evidence to support his claim, identifies these sites as the habitations of Uainide, Eoghabal, Áine, and Fer Fi, legendary figures connected with the hill of Knockainy'.   Compiled by: Caimin O'Brien  Date of upload: 06 August 2019  See attached ASI aerial photograph ASIAP - 304/26 taken on 13/09/2002; 348/2 and 348/13 taken on 05/01/2003.",,,,,
RATHJORDAN,LIMERICK,LI023-092001-,LI02127,87949,RGBA,ring-barrow,52.533941,-8.477305,"In pasture, on a gentle WSW-facing slope of a low rise. Circular area (5.65m N-S; 5.5m E-W) defined by fosse (max. basal Wth 1m; max. overall Wth 2.5m; D 0.15m) with an external bank (max. Wth 4.2m; max. int. H 0.2m; max. ext. H 0.3m) WNW-WSW. Dished interior may indicate excavation in antiquity. According to local information, an 'earthen cup' was found in one of the four barrows in this field. Barrow (LI023-092002-) is c. 45m to NE and barrows (LI023-092003- and LI023-092004-) c. 55m and c. 90m to SE respectively.  Compiled by: Denis Power  Date of upload: 19 November 2013",,,,,
KNOCKAINY WEST,LIMERICK,LI032-139003-,LI03244,88920,RGBA,ring-barrow,52.479463,-8.477304,"A group of five contiguous barrows (LI032-139001-/008-) on Knockainy Hill described in 2004 as following; 'A linear group of barrows is located to the west of Doonainy cairn [LI032-139005-] and towards the south-west end of the cursus monument [LI032-139007-]. It consists of five contiguous barrows, four of which are marked on the OS maps and arranged in a line in a north-south direction. All of the barrows are contained within the banks of the cursus, but it is difficult to determine whether portions of the banks of the barrows are built on top of or against the cursus banks. The first [LI032-139001-], most southerly example, 28m in diameter, consists of a bank and internal ditch enclosing a 15m-wide inner mound. The second barrow [LI032-139002-] is partially obscured by a field fence. It measures 25m in diameter and consists of a bank and internal ditch enclosing an 11.5m-wide inner mound. The third barrow [LI032-139003-] is partially obscured by the same field fence. It shares its bank with the fourth and northernmost barrow [LI032-139004-]. The bank and internal ditch enclose an 11m-wide inner mound. The fourth barrow is named 'Carn of Uainide' on the OS map. Its eastern perimeter is obscured by a field fence. The monument is 20m in diameter and consists of a bank and internal ditch enclosing an 11m-wide inner mound. Barrow 5 [LI032-139008-], a previously unrecorded barrow, lies directly to the east of 'Carn of Uainide'. It consists of a central domed circular mound, 11 m in diameter, enclosed by a ditch, best preserved on its southern side. The outer bank appears to have been completely levelled, but on its western side it would have been contiguous with 'Carn of Uainide', from which it is now separated by a field fence' (Condit and Coyne 2004). These barrows were described by O'Kelly (1944, 21) as following; 'A short distance to the W. of the tumulus [LI032-139005-] there are four ring-barrows. They lie close together in a line running N.S. The three southern barrows are low mounds surrounded by fosses, while the northern monument had a higher mound and seems to have had an outer bank between which and the mound there was a fosse. A large portion of it has been dug away—much of the mound and almost all of the bank. The overall diameter is 60' [18.3m], the mound itself being 18' [5.5m] approx., and 4' [1.2m] high. The overall diameters of the other monuments vary between 66' [20m] and 75' [23m] and the heights are from 3' [0.9m] to 4' 6"" [1.4m]. Westropp without much evidence to support his claim, identifies these sites as the habitations of Uainide, Eoghabal, Áine, and Fer Fi, legendary figures connected with the hill of Knockainy'.   Compiled by: Caimin O'Brien  Date of upload: 06 August 2019  See attached ASI aerial photograph ASIAP - 304/26 taken on 13/09/2002; 348/2 and 348/13 taken on 05/01/2003.",,,,,
KNOCKAINY WEST,LIMERICK,LI032-139008-,LI08317,156981,RGBA,ring-barrow,52.47967,-8.477262,"A group of five contiguous barrows (LI032-139001-/008-) on Knockainy Hill described in 2004 as following; 'A linear group of barrows is located to the west of Doonainy cairn [LI032-139005-] and towards the south-west end of the cursus monument [LI032-139007-]. It consists of five contiguous barrows, four of which are marked on the OS maps and arranged in a line in a north-south direction. All of the barrows are contained within the banks of the cursus, but it is difficult to determine whether portions of the banks of the barrows are built on top of or against the cursus banks. The first [LI032-139001-], most southerly example, 28m in diameter, consists of a bank and internal ditch enclosing a 15m-wide inner mound. The second barrow [LI032-139002-] is partially obscured by a field fence. It measures 25m in diameter and consists of a bank and internal ditch enclosing an 11.5m-wide inner mound. The third barrow [LI032-139003-] is partially obscured by the same field fence. It shares its bank with the fourth and northernmost barrow [LI032-139004-]. The bank and internal ditch enclose an 11m-wide inner mound. The fourth barrow is named 'Carn of Uainide' on the OS map. Its eastern perimeter is obscured by a field fence. The monument is 20m in diameter and consists of a bank and internal ditch enclosing an 11m-wide inner mound. Barrow 5 [LI032-139008-], a previously unrecorded barrow, lies directly to the east of 'Carn of Uainide'. It consists of a central domed circular mound, 11 m in diameter, enclosed by a ditch, best preserved on its southern side. The outer bank appears to have been completely levelled, but on its western side it would have been contiguous with 'Carn of Uainide', from which it is now separated by a field fence' (Condit and Coyne 2004).  Compiled by: Caimin O'Brien  Date of upload: 06 August 2019  See attached ASI aerial photograph ASIAP - 304/26 taken on 13/09/2002; 348/2 and 348/13 taken on 05/01/2003.",,,,,
RATHJORDAN,LIMERICK,LI023-092002-,LI02128,87950,RGBA,ring-barrow,52.534338,-8.476956,"In level pasture, on top of low lying natural rise. Circular area (8.9m N-S; 7.4m E-W; D 0.15m) enclosed by earthen bank (Wth 4.85m; int. H 0.15m; ext. H 0.2m), with external fosse (basal Wth 0.9m; overall Wth 3.75m; D 0.05m) and counter-scarp bank (Wth 4m; int. H 0.15m; ext. H 0.1m) WSW-WNW. Lazy beds (long-axis NNE-SSW) cut across the field, but respect monument. Dished interior may indicate excavation in antiquity. According to local information, an 'earthen cup' was found in one of the four barrows in this field. Ring-barrow (LI023-092001-) is c. 45m to SW and barrows (LI023-092003- and LI023-092004-) c. 50m and c. 150m to S respectively.  Compiled by: Denis Power  Date of upload: 19 November 2013",,,,,
RATHJORDAN,LIMERICK,LI023-092003-,LI02129,87951,RGBA,ring-barrow,52.533558,-8.476387,"In level pasture, on top of low lying natural rise. Circular area (6.1m N-S; 6.2m E-W) defined by fosse (basal Wth 0.5m; overall Wth 3.2m; D 0.15m) and external bank (max. Wth 3.25m; max. int. H 0.3m; max. ext. H 0.15m). Gap (Wth 0.8m) at NNE may be entrance. Interior is slightly higher to E, possibly due cattle poaching. Lazy beds (long-axis NNE-SSW) cut across field, but respect monument. Ring-barrow (LI023-092001-) is c. 55m to NW, ring-barrow (LI023-092002-) is c. 50m to N and ring-barrow (LI023-092004-) is c. 100m to S.  Compiled by: Denis Power  Date of upload: 19 November 2013",,,,,
